"gene","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"Cadm2",-0.0141964296897847,0.0376260010710232,0.013857754585252,-0.0216742040513653,0.00452480456280492,-0.00087143262595515,0.000432499285824317,-0.0154736263400341,-0.00297160469365859,0.00421788719859658,0.00299972559759983,-0.00229951434917176,-0.000927228215038763,-0.00499997444276047,-0.00211272352108461,0.00155031751741468,-0.00313907917271148,0.00124024007799062,0.00361736439858339,0.0035110298804613,-0.000446003830625129,0.00642455506401669,0.00538028908719058,0.00607229245190883,0.00920397404054349,-0.0146233448393966,0.0179283178033044,-0.0015064879944414,0.00438873167467345,-0.0244084036760892,0.00175804255144301,0.0252112094185981,0.017918742950547,0.00111347069053509,0.0147632272304573,0.000806346184912025,-0.0038140139214594,-0.0120660796508717,-0.00158608676474648,0.0218120616423778,-0.00678969535969839,0.000109612239337368,0.00548414930443617,0.0191975910592815,0.00156936518605874,-0.00388791640842156,-0.00391635294095132,0.0086231103193193,0.0183432876487199,-0.0292305832715073
"Nrcam",-0.0116147089848738,0.0347345980607041,0.0133732174692482,-0.024456957230397,0.018421556955214,-0.00296083290465709,-0.00196652877376769,-0.00509827009321515,0.0042179443575554,0.00334147229761176,-0.000932475112082794,-0.00095716222733871,-0.000644009478600722,-0.000867554191011115,-0.000313577525879585,0.00351692646329498,0.000588462667879989,0.00217645380862179,0.000149738338742232,0.00496078401400627,-0.00835736236812653,0.0111285050763065,-0.00356587006010151,0.00744601907583506,0.0036410374134708,-0.0232460919243662,-0.0134441519912055,-0.00866490940520028,0.0136799886436631,0.0319782660925333,0.013149945216282,0.00609232484621612,-0.00405063739302218,-0.00508427079956397,-0.0116926410519368,-0.00144940872175881,0.0196752307858815,0.00608474990646043,0.00355292754583594,0.0116881851576109,-0.00710919704128773,-0.00162937966776736,0.0181984997525679,-0.0240016061075264,0.015481545834931,-0.00170807816254884,-0.00794300113686535,0.0270373922028363,0.0230649765949172,-0.0212962816949789
"Slc2a12",-0.00651182540297115,0.00866887175291379,-0.00370654277687451,-0.00556460531375048,-0.0505585111617986,0.00827622127161981,0.000435190797272711,-0.0223114265054065,-0.00981146061782055,0.00998403185580427,0.00104214653120028,-0.00207153102220903,-0.00239443776044922,0.000974565065531169,-0.00273429105977722,0.00785165628424923,0.0108341745709508,0.00620796730061462,0.0115992975327971,-0.000409431554181849,-0.00272346185293771,0.0234479828873251,0.00929979976974119,0.011371372706341,-0.00916251129099852,-0.0265984476766115,0.0123041651379919,-0.0115025332294304,0.0108784790375085,-0.0134025012564596,-0.00370387607790535,0.043231658248388,0.00780799984755983,-0.00420763901676718,0.0178015024795089,-0.0215985091166612,-0.00686241748869834,-0.00994281605704092,0.00579257439465198,-0.0123304382041389,-0.000597737832911142,0.00518999305961774,-0.0204643709000788,0.00833086812487337,0.00659074451096439,0.00893537800870905,-0.00344626847715527,0.00746071263111874,-0.0178742515767827,-0.0096200129604325
"Gm11627",-0.0153252325859546,0.0248318230007747,-0.0274165237062664,-0.0197301284918455,0.0225553791018303,0.00394040200194542,0.00904733651042718,-0.0258435163400849,0.0287293310742131,-0.001929220251954,0.00637523519079585,0.00291023774764546,-0.00078412632354791,0.00465259802232858,0.0102683348163455,-0.0047418033061298,-0.00746354249317343,-0.00251427778566718,-0.000749880599344693,0.0032006885472061,0.0134966619526912,-0.00643660153688274,0.0137210416472248,-0.01765309226987,-0.0171229583622644,0.0278578167847568,0.0402103648397535,-0.00653254867816945,-0.0268768398983361,-0.00435223217564765,-0.00799274360204225,-0.00714743511783273,-0.00353991261458902,-0.00398347382328492,-0.00271734428965797,-0.000754122778831883,0.0169172343167454,-0.00287133190826317,-0.000934748315655662,0.000473803838016895,0.0207057599500871,0.00903570250707006,-0.0334429199484885,0.0152304708239656,-0.00318327616771592,0.0122671933799466,-0.0177034902712595,0.00201486436462534,-0.0389561853365172,0.00938529349684344
"3830403N18Rik",0.00624035350439266,-0.000784704542902606,0.000580893798758136,-3.64068018109098e-05,0.00105536405471245,0.00150770533013337,-0.0100763668370387,0.000148576568533634,0.004112086505425,0.00176911805959961,4.17441880285374e-05,0.00604824713445789,-0.00530144085327475,0.00482076504406455,-0.00424848272767834,-0.000916449065749165,-0.00666690300394355,-0.00133720553068223,-0.00715594671792246,-0.00285575475660475,0.0090273247272487,-0.00656055294647947,-0.00750786403052843,-0.0018884441881978,-0.00329526104833233,0.00284165426179069,0.000177650934047653,0.002261281213444,-0.00340976754679758,0.000435102633128053,0.00801911328726773,0.00189319663843495,-0.00177711831797316,-0.00598657854163684,-0.00194821737876082,0.000847571381610367,-0.00629093310864899,0.00504609760582233,0.00951510487594654,0.00714351271467294,0.00720795719880442,0.00577017421784733,-0.00324641918971054,-0.00803174669619997,-0.00150328196581215,0.00711574920625403,0.00447235616281802,-0.00662835238627167,0.000184209578968061,-0.00780406968796794
"Col15a1",0.00630682274217221,0.00204982210625165,-0.0021217714273418,-4.89302823391252e-05,0.00156229986433063,0.00860243047566408,0.00554992224945416,0.0118835713468798,-0.0149007949275481,0.00229101424890699,-0.00526956030005024,-0.0272983521131009,-0.0211804464190943,0.0410914544657801,0.0215443522419164,0.00478215663247727,-0.000400835995352445,-0.0347629786435882,0.0325150194969951,0.00240085290682873,0.0249120237710739,-0.0109202545383107,0.0235254946596401,-0.00260586225030926,-0.0277867960029171,0.0268404344033568,-0.0293068329718366,-0.0264805817243189,0.0156720739830439,0.00227248781524196,-0.0073418298034242,0.0120889846088514,0.00395613677159706,0.00121802246225949,-0.00145305496624333,-0.00607044147442873,0.000703189634753289,-0.00122063705435321,0.0108291014439007,0.0168785531108656,-0.0135342034172224,-0.0125856505932002,-0.00105141278815044,0.0294595385016456,-0.0256865035397603,-0.0172597906467919,0.00917497326618005,-0.00116743855641931,-0.00982366512466608,-0.0111630325522916
"Spint1",0.0364468216054531,0.00957773341153544,-0.00313731187768284,0.000410156496237841,0.00202887910818424,0.0170491978364851,-0.004061640430562,0.00667463753364735,0.00911718155868934,0.025951906298204,-0.0279529882340472,0.00756067396077197,-0.012814908084693,-0.00774807254515786,0.007177809997818,0.0143374817067373,-0.0131862576542678,0.0398059878723745,0.0446641013866617,0.0303476157575556,0.0138416142526577,-0.019938001834143,-0.0488558312198967,-0.0432422846748092,-0.0171223575567676,-0.0128878888519396,-0.000761161122517185,-0.00263782941632653,0.00690549230314,-0.0101147494827659,0.00428978347192232,0.0174177859602369,-0.00922751873749523,-0.0124778568432569,-0.00989611704319378,0.0111334244378047,0.00279895123670983,0.00632820342091995,-0.0160385797381322,-0.00259165842879325,0.0296999959474345,0.00352068954284167,0.0161433913343243,0.0140928410591592,0.000457605540445397,-0.0236249258432804,-0.0212549833438253,-0.0201572057077568,0.034075956981575,0.00439285351706518
"Mid1ip1",0.00214234636362578,0.0387963888840812,-0.00250994633550951,0.00873979088453184,0.015758264581621,0.0156460824778162,0.0014365150976994,0.0203694052120988,-0.00538967679480733,-0.00439469197554985,0.000656473161656989,-0.00466386170540986,-0.00620064599901123,0.000790472531393125,0.00407024331304467,-0.015313500088721,-0.014626451806272,0.00461944121148416,-0.0035568985626592,0.00702406587092516,-0.00623803464207086,-0.0292993183809817,0.00108222829806526,0.0166241078477316,-0.00367610376143778,0.0162204128640874,-0.000951214353508674,-0.00152609743116197,0.0127027963458102,-0.0126575667931925,-0.00928807164949227,0.00752079426455996,-0.0215623495990168,-0.00405925363914726,-0.00206365018993916,0.00243199854696935,0.00221619291910664,0.00699607874594946,-0.0134427704007411,-0.0214268119827881,0.00221695650668219,0.000298206350563689,-0.0220934780097374,-0.0270538911088254,-0.0375052557732707,0.0109488116536235,0.00189194300333578,-0.00431076781062359,-0.0017193249336746,0.00718216138989972
"Tgfbr1",0.0464987769323735,0.00982166573691183,0.000567906385449972,0.00105754173030016,0.00871840524987646,0.0540062311004336,0.0387299467472669,0.00758892533521279,0.0010095590925838,0.0196647798807002,-0.0181340414739992,-0.0178314942070068,-0.0214058347873386,-0.0107633563534781,0.0114173210539077,-0.0196603231229581,0.0065634264144643,-0.00540777881661515,-0.00327203797333751,0.0208923046600767,-0.0139234951903695,0.00235454463627622,0.023910028035957,0.0196899256243251,-7.58823140106486e-05,-0.012577693260256,-0.00258534683582941,-0.00612425151461005,0.000809255680502634,0.00868551906211412,-0.0110190291813157,-0.00328229968796204,0.0105682647082284,-0.00393218087240553,1.27757006022296e-05,0.00827612811488852,0.00795715907670346,-0.0128439628381942,0.00262536948011576,0.0074810192534166,-0.0186033397972763,-0.0136757561363177,0.00377400151116948,0.00257075792864745,-0.00307993391955401,0.00534200378622594,0.00615878230329908,0.0161945561067346,0.00407927478329573,0.0129657755213267
"Metrn",-0.0152145495870866,0.0387032364673367,0.00628459171079855,-0.00441633588915239,-0.0235681630236236,0.00335894887421047,0.002249511525947,-0.00642496223717561,-0.00272463778291308,-0.00179992574510571,-0.00295749107933436,0.00138048944913442,0.00187831203310693,-0.00575330302168029,-0.00454018936930827,-0.00940564977141764,-0.012905429284285,-0.0010933435952225,-0.00182510643420785,0.00310380316669563,-0.00213126012081833,-0.0109281770982491,-0.00094857843897085,0.00250852462909966,0.0029874570980712,0.00120400396278684,-0.00288395858207998,0.00234129607066516,0.0126959409430305,0.00116370304489682,0.0128729165416883,0.00303553931657642,0.0204981177886947,0.0184792788398067,-0.00648221810887192,0.00587478431176914,-0.00254249803260083,-0.0102547976133541,-0.00174003177051794,0.00112140483418872,-0.00360341230442848,0.0109794043262104,-0.0149063078850187,-0.000485709233732544,-0.00655897055020651,-0.00848922158488806,0.00700686331667735,-0.0202780634079778,0.00688933104489915,0.0013691742496969
"Tmem52",0.00506706303248076,0.0152662762443523,0.00501105283167713,-0.00969039667151342,0.00560346444311982,0.0130198615053445,0.0155588323275496,0.00758381801911181,0.00459533158124607,-0.00197039023437877,-0.0025381180366378,-0.00541775608476473,-0.00360716651570823,-0.00667399904826122,0.00030005450207799,-0.0119698559265199,0.00137777218461062,-0.00597290631210443,-0.00519971502476561,0.00495277979138262,-0.0048657858626167,0.00123505276674185,0.00677827106311185,0.00381367014552383,0.0163074737465549,0.00615194332772451,0.0016365242189842,-0.0058842271277588,-0.00903826653614916,-0.0126031742442728,0.00288808606929092,-0.00774471628174628,0.0195577587869791,0.00489125724337412,0.0194211981657038,0.0136931413979766,-0.0141460394974909,-0.0107651747878704,-0.0100547206814382,0.00760599236445459,0.00833434706792477,0.0155582341100467,-0.00799907900709904,-0.00481835434847582,-0.00229899380675629,-0.00595921035732344,-0.00720310636435195,0.023148098565558,-0.0491077132432637,0.023874867130009
"Tslp",0.00220215807405067,0.001271889522426,-0.0166181485701961,-0.00109431406630149,0.00462594352327684,0.000182385185555593,-0.00785310287047836,-0.00256792281381046,-0.0205184182205432,-0.0501234317791707,0.040458984649228,-0.0194785856500345,0.017866188950777,-0.00278184984667375,-0.0111677347419901,-0.00123294232366496,-0.00226753557174421,-0.00712128386688661,-0.013265840318983,0.00319025276490227,-0.019720488064796,-0.0131682814977669,0.00861644747609432,0.0119106372656319,0.000809979242829642,0.00295744599911679,-0.00370131510722607,0.0249154342322128,0.021036969435582,-0.00375056753469941,-0.00587256794638849,0.00714754661189199,0.00438071887209237,-0.0252152518939147,-0.00704592654321003,0.00110302634947392,0.0146693942464126,-0.00198232335109962,-0.0213622502132446,0.0103220735742063,0.0110961368057282,0.000401357564507886,-0.0150973705123458,0.0142318056364169,-0.00997675896053627,-0.0282169395983696,-0.0341606943384007,0.00616403434630004,0.00612387041194454,-0.00675050063918779
"Cmtm7",0.049067930493086,0.00939398128661962,-0.00547870031098996,0.000228812533249872,0.00211471042771959,0.0137131272149008,0.0371660165939766,-0.00235370789960426,-0.00376355683687062,-0.0157517704600392,-0.0240808446820527,-0.0220849801512549,-0.0116785083456375,-0.0153646377900579,0.00915145330489863,-0.0257612491079456,0.00882350487256368,0.00123804646481516,-0.00255422347376511,0.00586707638892048,0.00280094087025778,-0.0118818658278739,-0.00392188425387934,0.000867119272999984,-0.00614666016092642,-0.0123803678988592,-0.00357608353663672,-0.00568240946810983,-0.0185432476703395,0.00549162044615248,0.00805215027233184,-0.00959861204876744,0.00489026679374977,0.00100990729984932,0.0060649004900625,0.00834682792625337,0.00324274625729725,0.00303593359396645,0.0277978501149021,-0.0107176140697408,-0.0201937127848419,0.00567582657051898,0.00457286232048987,0.000648328451986995,0.00481855962495196,0.0104550952100541,0.00261500042075617,0.00198092917251617,0.000830515955771368,0.00114958424483981
"Notch2",0.00797045961157877,0.0151402866138392,-0.015377441776338,-0.00892276609524812,0.00262330135397682,-0.00336997945997093,0.0112489174069633,-0.00491002406715387,0.000806019681451463,-0.0125396230381792,0.0078717240567143,-0.0144310095268152,-0.00153799034234058,0.0116709268040145,0.0178845272932064,0.00509045121834463,0.0112437082802466,0.000371537488285286,-0.00225129140637821,-0.00111640455139361,-0.0179391883770809,0.00569430279028006,0.00151339702162004,0.0151417915304703,0.0083257110529164,-0.00684029414028399,0.0404701485933785,-0.00549487690607428,0.05080608360629,0.00807056544582022,-0.0184490405014341,0.00687749083950469,-0.0117682962516237,0.0284950627760727,0.044059681322836,-0.17857701761986,-0.0959229892730945,-0.0838838457134128,0.0272984284947949,-0.0750039541548778,0.0365542077968056,0.0174542753556382,-0.00129142762561135,0.0123935564251237,-0.0421246556590291,-0.0434899491347161,-0.051218245750022,-0.0141939477065017,-0.0134861453728979,0.0113075038052884
"Ngfrap1",-0.0183521215713968,0.00231288426985124,-0.0034839969969927,-0.00372564603038459,-0.037808407269859,0.001116885984263,-0.0131626865930144,0.010792359792178,0.00287475889723394,-0.00427016047008438,-0.00525456764512703,-0.0169362397043932,-0.00192032845276381,0.0021402890060995,-0.0124816363219983,-0.00404803063249601,0.000577493108769657,0.0137158433515604,-0.00636128045771417,0.00451400716816053,0.0117967259762951,-0.0340178461379538,0.0425829977542557,-0.000242081011654808,0.025121502132574,0.0110176643500618,-0.0259140128179671,-0.0284449166378961,0.0122804205401022,0.019456189356105,0.0248760194024016,-0.0386058363079606,0.032846651015195,0.0241643668007237,0.00676689839131829,-0.00166290863447788,0.0244020652809835,-0.0182322016359088,-0.00891894396421756,-0.0019950969806784,0.0295071842447676,0.00901870109243554,0.0185121847409314,-0.0155132010598764,-0.0113578727565136,-0.0174503251753993,-0.0146202004840287,0.00172873521969141,-0.005504962821065,0.000870699879106921
"Plscr1",-0.00802275747844326,-0.0116043246095121,0.000583603753358182,-0.00265928535816534,0.00335180280226747,-0.0145809446208856,0.00149400581406446,0.0187730871685343,-0.00735242361150215,0.00557924047341114,-0.0201650686607946,-0.0489418005863254,-0.0249453131041894,0.0175196439296851,-0.0784920812870596,0.0230902952563956,-0.00563634172542078,-0.0335455550750178,0.0309393981500232,0.0114159654085229,0.0366761432561157,-0.00737420354061758,-0.0115213236165451,-0.00186473980517813,-0.00399805701897158,-0.000244386816759295,-0.00499992199068764,0.0128296442903385,-0.0166164643267923,0.0267759199753297,-0.0269101180598173,0.0172387392158955,0.0246858219823841,0.00605045655002595,0.00803922773338031,-0.0182219086213458,0.00334191994393518,0.00822869812273844,0.0149033438892874,0.0266345791847135,0.00730753028985479,0.0168062635418451,-0.0552073805965794,-0.0302196850973705,-0.0100979061000447,-0.00398876420496731,0.00390114280724346,0.0312318385281281,0.00792042045767692,-0.012037164868423
"Trim9",-0.0119162096182525,0.0346194298380465,0.013306501900296,-0.025840287365624,0.0195594965119904,-0.00441384619934181,-0.00684702934628192,-0.00702209865771648,0.00279780248512863,0.00408062315491022,-0.00199501806542028,-0.00151988776778415,0.00678465058218146,-0.00343880205591299,-0.0041151975056311,0.00893552695767003,0.00404413107498495,0.00436560871318796,0.00742986219633556,0.00216292712120539,-0.00208842396233032,0.0202214688289983,0.00504571664971361,0.0122143602728352,-0.0114390057945573,-0.0370438715251937,-0.0218686170097542,-0.00468503296805433,0.00246094413788023,0.0429970517014651,0.0054279046400775,-0.00395203068353943,-0.0049415924636555,0.00127422835819054,-0.00846659729852944,-0.0158319327746106,0.000257222714378464,0.00625157976332594,0.00806557188299843,0.0168109130630055,-0.025258744886727,-0.0223290775365956,0.0594446088840323,-0.00470976605522897,0.0207091858007552,0.0195677667060813,0.00263366991569125,-0.0137047431923943,0.07601479064653,-0.0106897440984212
"Rnd3",-0.00528980911844394,0.00800609762241296,-0.0284277060807694,-0.00513199928094786,0.00698126332410238,-0.0100797181386972,0.00389688927509364,0.00345760625173181,-0.00329227797381228,-0.0167650625206273,-0.0141507879222602,-0.00492998384124368,-0.00542217391360035,0.0121598884016541,0.0175185795979646,0.0320771571902968,0.00189400833499456,-0.00596559203920135,-0.00365161458676929,0.01504061863108,0.0129235590215257,-0.00847431655651503,-0.0103480350283253,-0.00726520184467063,0.00893306028275081,0.0114101789557994,0.0216968955981467,-0.0672941402795744,0.0403317418412491,0.0428640007810299,-0.0105218915484915,0.00194280081985171,0.00993239796477421,0.00719075290925318,0.0476256992746111,-0.00289327827101916,0.038733930485215,0.0245674645273444,-0.0059101200316429,0.00296882141494498,0.0142213607247542,-0.0325713693573254,-0.00218572441578705,-0.0057316027496046,0.0108374346718211,0.0547860998776383,-0.0170030660441966,-0.0464264488464737,-0.0118019452081386,0.00389693218136803
"Tinagl1",-0.0353239561165295,-0.0390922333497814,-0.0161899339073432,-0.00288974254454556,0.0217719924282323,0.00593398706283458,0.00389223543589299,-0.0155889254157034,0.0441067941580118,0.00152488947980323,0.000928643687715676,-0.0108602832535826,-0.0327053629256766,0.00311424540003744,-0.029576982330046,-0.000174216362560509,0.0057003712451712,0.0211748193696091,0.0214413108149294,0.00509804985688263,0.023307600608982,-0.0294215183883322,0.0384988249845771,0.0198917584186146,-0.0177438950605391,-0.0162817949473424,0.00642590678430086,-0.0367376672321473,-0.0128865317494248,-0.00535450871109506,0.0251320951284342,0.00307877039566507,0.013319710943641,-0.0116933274611348,0.00491181772429605,0.00699056675025707,-0.00645233479389088,-0.0153735627523806,-0.029884575847759,-0.0100118782500511,-0.0167556719910351,-0.00437200331567416,0.0193464351622548,-0.00506857745821769,0.0324651882676723,0.0321251810213419,-0.0206186282788978,-0.00906650626679867,0.00787455900077971,-0.0116988475418965
"Pdgfrl",-0.00502865959760182,0.0103051877791766,-0.00480499708051296,-0.00707122190878661,0.004466609250383,-0.000122305079201154,-0.00370800272592679,0.0204305065925614,-0.0270298585222362,-0.00447209334711763,-0.00399054970651953,-0.0307219992979229,-0.0262556088216293,0.0685764433097288,0.0497899947065072,0.0035301191608622,-7.26898332540248e-05,0.00034365545265506,0.000965206035041078,-0.0056170104487171,0.0141896967185939,-0.00530122482261702,0.0267401511884622,-0.0327308411311468,-0.00193346480659205,0.00443692325200252,-0.0115356707583036,0.00520501731629287,-0.00436167160536322,0.00359426117868154,-0.00302619661997498,-0.00237656363858558,-0.00171003973410965,0.000128678594203682,-0.00755593824997574,0.00475832059923553,-0.00217260572173942,0.000682513395936172,0.000638913430748661,0.00809967645801834,-0.000921343974346922,-0.00189402758555764,0.00684771126260123,0.013429392789847,0.00819012767698215,-0.00606344680518147,0.0161411535902951,0.0160562056626946,0.00977609667736041,-0.00760455651137012
"Poc1a",-0.00281909988846094,0.00895312605362337,0.00298202308483069,0.0305856991948253,0.00275210417650775,0.000708117299253373,0.00463934115804743,-0.000651455531586541,0.000469891718189906,-0.00054450358787192,-0.00230085686468131,-0.00166526433008027,-0.00323082788424489,0.000772838302743442,-0.00647055612697875,-0.00603763445363585,-0.00540639220840542,0.00167315301270875,-0.00751354951603101,0.00149305908009694,0.00249519546513584,-0.00579505773920046,-0.00250052218895045,-0.00657559189130861,-0.00633379444656592,-0.000822986471483419,0.00797388423243734,0.00672289566593507,0.00507843990880798,0.00473577278977602,0.0156222075924695,0.0124783021705041,0.0450427238075587,0.000560147756056327,-0.0214862587990107,-0.00692719710710983,0.0118764224515961,0.0212084732190747,0.00502728785588181,-0.0172270507845971,0.00877893170088524,-0.00962939039431728,0.0023257476786204,0.0116115450508396,0.00679339066090131,0.0161320861965934,0.0125486691810087,0.0054409069529687,0.0128212675680947,-0.0178780924614122
"1810011O10Rik",-0.0069968885867498,-0.00638023922080681,-0.00848367061496935,-0.00173269804208261,0.00660734094504614,0.000934232356712471,-0.00180566617172119,0.00126046515173319,0.00774321644401753,0.000153207192776029,-0.00340052812486068,-0.0188445032287975,-0.0196655543233311,0.0180441943509479,-0.0426233070116981,0.0147593972082882,0.0170356033521344,-0.0546044075224396,0.058901298748057,-0.0067613371664097,0.0247619600139945,-0.0306857646032002,0.00865497930812805,-0.0124748420354755,0.016038029992583,-0.01859959969146,-0.0050394009483125,0.0385611971338373,-0.0300617843712917,0.0369959080578622,-0.0333730050770122,0.0240871817105207,0.0301850358590191,-0.00529117622563829,-0.00463433438937621,-0.0156769274110838,-0.0112803946950531,0.00861373294646666,0.0169850052647043,0.00602056871792214,-0.014432358932136,0.00449542952830558,-0.02323436622482,-0.0271935041286457,-0.0207757754158124,-0.00857644125436488,-0.0257310309154226,0.0158932706877139,0.000189959403415814,-0.000402467397382466
"Itgb4",-0.00423344087651826,0.0125179888732186,0.00419332441816072,0.0347295482876875,0.000551526713671024,-0.00077743995011182,-0.00206974400520684,0.0149547180577132,0.00872310671690204,-0.00137839414425712,-0.00151271742032833,-0.00122146914670573,-0.00433506077808134,0.00215749839370626,-0.00949233381257337,0.00224735339933821,-0.00736488954103592,0.0124409910139651,0.00768013103327192,-0.000534774540143987,0.0106725118212595,0.00668973139172868,-0.0113232245411778,-0.00242199302927533,-0.0145677486132973,-0.00365654750764469,0.00395892480216898,-0.000514374658403884,0.0020790001334341,-0.0180623501466542,-0.00329745465981141,-0.00540826915897278,-0.0112279822211362,-0.0151326617066568,0.0169711342472005,0.0214912872573015,-0.0155139736268487,-0.00137283599678113,-0.0109398260191389,-0.00660940402888864,0.00403499824161635,0.0320927965392033,-0.0452388705940267,0.0113389676742453,-0.0316534946096825,0.0206805810982624,-0.00849961471819317,-0.0227154938644514,0.0736366820347434,-0.0737893122896842
"Csdc2",-0.0113572979774736,0.0333376166386086,0.0118568541668029,-0.0207457612267968,0.0177337904937228,-0.00230799837392998,0.00180502951846951,-0.00689219134111662,-0.00431237164476239,0.000220045385338213,-0.000274719810476489,-0.00376511205453184,-0.00389031394194535,0.00575273516709989,0.0049695341965851,-2.25804461625194e-06,-0.00223094171381853,0.00440491667211378,0.00107639240369806,0.00362329634648325,0.00143699762555826,-0.00387661590055133,0.0127426098355,-0.00533437854314537,-0.00117841826117988,0.0235826488815254,-0.0158840471607799,-0.0119999548337144,0.00174365647914475,-0.0114111272671468,-0.0185446155156476,0.00235148627567154,-0.0128243957191687,-0.0141891519613541,0.0101867457200529,0.0202040014993501,-0.00150769723186731,0.000716059469134031,0.00493111339168039,-0.00771930979732962,-0.00102698210397445,0.00491544930252641,-0.0163524491082011,-0.00800841972586521,-0.00642114177053385,0.00306089675268937,0.00980480542751715,-0.0171928585126489,0.00118357408876483,0.00946262471704351
"Sorbs2",-0.0278943007464543,-0.0255184872759127,-0.021781758504403,-0.00279022725312077,0.0182693953162109,0.00737879904070603,0.0129623849066283,-0.0191507303097423,0.0456765753231665,-0.00956842506438413,0.0109806630674543,0.0167747355007433,-0.0165925390189174,0.00779158537076846,0.0174664813042434,-0.00966815719213085,-0.0156644010251539,0.0259109378788928,0.00908437848074581,0.0157577916875608,0.00123366661025151,-0.0159560543648322,0.010761844635486,0.0311992848469037,-0.00930103359253654,-0.00243346809138908,0.0432471186017172,-0.0486833554443271,-6.00532834639762e-05,0.0248290784193621,0.0240601165197457,-0.00729050467746111,0.00623785267046563,-0.00367381051005529,0.0200203007953819,-0.00902777981955266,0.0374729718960767,-0.039165352812378,-0.0203708951555148,0.0038768279909597,-0.0100210233847971,0.0113171050977757,-0.00125383510349163,0.00208690720177067,-0.000330741214109144,0.00392220169953594,0.00861914930524081,-0.0036370001370144,-0.00705912104790183,-0.0100637313915862
"Zic4",-0.010462490204009,0.0044451292000981,-0.0440228146662609,-0.00397002079619913,0.00465697707359206,0.00498674273822713,-0.00105964073529121,0.0330875127931723,-0.0335373881171359,-0.00470919824437985,0.000246433798340252,0.0105130652263597,-0.00552135267513546,0.0062676905526355,0.00919157215893027,-0.00294556917684774,-0.00442629209394557,0.003393060703201,0.00341107614584544,0.000424234713565123,0.0240588575374075,0.000272873673518249,0.0259780395942563,-0.0280266869418208,0.00807579446197246,-0.00717157676359038,-0.00316217025968621,0.00631557055484613,0.0050775801578703,-0.00404352308638628,-0.0126770588313209,0.00195507094202737,-0.00153639248311173,-0.00354427557240877,-0.00323048757553613,-0.00801716286910173,0.00258519800602545,-0.0042569802773207,0.0126795712619627,-0.00323265245215317,-0.00127855945265018,-0.0113552011784558,0.0151245257400863,-0.0345886922482389,-0.0535885154713112,-0.0101478447411898,-0.000574366423018439,0.0308992154567362,0.0104824725499206,0.0156575727058619
"Car5a",-0.0132719273327219,-0.0210410866441048,0.0167001654165544,-0.000718672221255012,0.00646983349740889,0.00345465211638871,0.00822314215999144,-0.00283347528307459,0.00394990860619341,-0.00746223744239455,0.00630167746346553,0.0321308378844483,-0.0136015004457697,0.00479711246006403,0.00999802752313067,-0.00185652785755758,0.00710682615819166,0.0206053161579009,0.0137849951408503,0.0031604805963087,-0.0179880690593821,-0.0404367214332104,0.0207221212469495,0.00790172941532104,0.00277075199569574,-0.0219885361769898,-0.0035012868515821,-0.00298467066935457,-0.0120298694016351,0.0161735060515154,-0.00655152824643904,0.0205839116456754,0.0231248379095905,-0.0103153189064093,0.00877472649554359,-0.000503703196603282,-0.0132095861754563,3.67324726555051e-06,0.00299560561111296,0.00973599269687814,-0.011805189515177,-0.00286528486821044,0.00838902935624946,0.000360875296973797,0.00858607745541361,0.0138895386947969,-0.00325023318495,-0.016266933113765,0.0159347041872869,0.00441071038495585
"Brinp3",-0.00690622775337995,0.0189996747517447,0.00731593991668981,-0.0100599697533624,0.0103557541853485,-0.00135417222169578,0.000837971168298242,-0.00436883851219972,-0.00361558262821108,0.00153102488672545,0.00239474783663268,-7.99417724640353e-05,0.0010223159774567,0.00135204548465787,0.00289397459141485,0.00558897360144227,0.00603609361212177,-0.0011950757024228,0.00311140240588615,-0.00629242350924877,-0.00361569938856503,0.0341533190130959,-0.00246461054554002,-0.002700825290486,-0.0290452837555493,-0.0410715466263125,-0.0308283405271902,-0.00641528852626801,0.0225036046054935,0.0760643793154706,0.0277879405280363,-0.00790864420996716,0.00311135522219419,0.0103067141907914,-0.00361287073521692,0.0164873644311453,-0.00819996911379746,-0.0012676553005816,-0.00923806617015215,-0.0281114093384626,0.0122515425043104,0.0171121970832583,-0.0244941373212403,-0.00116579417062594,-0.0190132673293769,-0.0115319669617058,0.0205199146342136,-0.15084413743215,-0.00861672153916284,0.041930376927585
