gene,importance,rank,method
Itga5,0.35949555574098707,401,Logistic Regression
Gimap4,0.3590743169332289,402,Logistic Regression
Fxyd6,0.35901460288076514,403,Logistic Regression
Tuba1a,0.3589558274129237,404,Logistic Regression
Clec4a2,0.35893824204586083,405,Logistic Regression
Nrip2,0.3584308574851197,406,Logistic Regression
Cd59a,0.3583691102437811,407,Logistic Regression
Pdcd4,0.35824929848524983,408,Logistic Regression
Fpr2,0.3581821796294537,409,Logistic Regression
Zfos1,0.35799328798478086,410,Logistic Regression
Gm2a,0.35788295015797544,411,Logistic Regression
Crispld2,0.35780434963582575,412,Logistic Regression
Rasd1,0.35728673012916684,413,Logistic Regression
Cd300lf,0.3571056155592941,414,Logistic Regression
Wnt5a,0.35681908501663,415,Logistic Regression
Icam1,0.35660064811644104,416,Logistic Regression
Gas6,0.35606573546508036,417,Logistic Regression
Pim1,0.35604219629358236,418,Logistic Regression
Tmem106a,0.3559537999685442,419,Logistic Regression
Mdk,0.355756730671053,420,Logistic Regression
Pld3,0.3552647877638334,421,Logistic Regression
P2ry12,0.3551481588695305,422,Logistic Regression
Gngt2,0.35505353480944996,423,Logistic Regression
Hmgb2,0.35493080382163644,424,Logistic Regression
Cygb,0.35437404041762854,425,Logistic Regression
Pid1,0.3543091263808498,426,Logistic Regression
Fn1,0.35346873327698963,427,Logistic Regression
Sh3bgr,0.3531396368497628,428,Logistic Regression
Serpinb1a,0.35299020252814184,429,Logistic Regression
Sgk1,0.3528117971930523,430,Logistic Regression
Fabp5,0.3525861200527004,431,Logistic Regression
Bst1,0.35252274776740106,432,Logistic Regression
Gbp5,0.3524818539740439,433,Logistic Regression
Csf1,0.3523011902447049,434,Logistic Regression
Ehd4,0.3522614516906757,435,Logistic Regression
Rbp7,0.35211681005379714,436,Logistic Regression
Sod3,0.3520629534998476,437,Logistic Regression
Gm17056,0.3515824615200847,438,Logistic Regression
Blvrb,0.3509335159444531,439,Logistic Regression
Rac2,0.34989779072962757,440,Logistic Regression
Irg1,0.3497163499013419,441,Logistic Regression
1810011O10Rik,0.3493591135978121,442,Logistic Regression
Scimp,0.3492583429645375,443,Logistic Regression
Gpr65,0.3489998628895373,444,Logistic Regression
Nupr1,0.3489792828784715,445,Logistic Regression
Cav1,0.34883984290061815,446,Logistic Regression
Slc2a5,0.34832326450108764,447,Logistic Regression
Irf7,0.3481943129880946,448,Logistic Regression
Vtn,0.34819020628380737,449,Logistic Regression
Camp,0.34815744433048906,450,Logistic Regression
Cd200,0.34796210776203573,451,Logistic Regression
Cd38,0.3479617882858935,452,Logistic Regression
Per3,0.34736595091785494,453,Logistic Regression
Slc22a8,0.34735041362343605,454,Logistic Regression
Samhd1,0.3472700773487688,455,Logistic Regression
Slc16a11,0.34726175286848454,456,Logistic Regression
Ctsd,0.3472009197735795,457,Logistic Regression
Fbln1,0.3469657849677815,458,Logistic Regression
Rnase4,0.3467412063810334,459,Logistic Regression
Ppp1r15a,0.34640361888337956,460,Logistic Regression
Serpini1,0.34585838427350146,461,Logistic Regression
Rnd1,0.3457788254712568,462,Logistic Regression
Upp1,0.34558660620175596,463,Logistic Regression
Ly6g,0.345515215571564,464,Logistic Regression
Nfia,0.3455100986530693,465,Logistic Regression
Gpr141,0.34513994951974175,466,Logistic Regression
Rgs5,0.3447061401570202,467,Logistic Regression
Syngr1,0.3445992197454148,468,Logistic Regression
Dbn1,0.34346926386204346,469,Logistic Regression
Ltb4r1,0.3433908292122502,470,Logistic Regression
Cd14,0.3432467619227143,471,Logistic Regression
Cdk19,0.34324453804449273,472,Logistic Regression
Gm12002,0.342860344243127,473,Logistic Regression
2200002D01Rik,0.34285216423220605,474,Logistic Regression
2900060B14Rik,0.34270089039643564,475,Logistic Regression
5430416O09Rik,0.342492793509602,476,Logistic Regression
Gsr,0.3423851709029738,477,Logistic Regression
Hmga1,0.34236233668147864,478,Logistic Regression
Lum,0.34226425074778327,479,Logistic Regression
Slamf7,0.3418712505334677,480,Logistic Regression
Tfrc,0.3408833397422065,481,Logistic Regression
Kdr,0.3408658661246028,482,Logistic Regression
Cd163,0.340559647344467,483,Logistic Regression
Crip1,0.3402086165335476,484,Logistic Regression
Nr4a2,0.33999161741840145,485,Logistic Regression
Cbr2,0.3396607078341536,486,Logistic Regression
Ccrl2,0.3393140748059387,487,Logistic Regression
Crlf1,0.33922934895005163,488,Logistic Regression
Gpc3,0.339058702722326,489,Logistic Regression
Arhgap15,0.33877355421974364,490,Logistic Regression
Clec4a3,0.33833909095683135,491,Logistic Regression
Msrb1,0.3380542147051704,492,Logistic Regression
C3ar1,0.33764104460683314,493,Logistic Regression
Acp5,0.3374599662470242,494,Logistic Regression
Fkbp1a,0.3373573423696142,495,Logistic Regression
Cd300a,0.33731716475616297,496,Logistic Regression
Il34,0.33704326386046796,497,Logistic Regression
Emilin2,0.33694758305322625,498,Logistic Regression
Oasl1,0.3369345781322408,499,Logistic Regression
Net1,0.3368436980282827,500,Logistic Regression
Ankrd37,0.3367195112524753,501,Logistic Regression
Hbb-bs,0.33651521451838323,502,Logistic Regression
AU021092,0.3365106858853215,503,Logistic Regression
Chka,0.3364462477484736,504,Logistic Regression
Asb2,0.3361603048313574,505,Logistic Regression
Cd274,0.3360343349097353,506,Logistic Regression
Alox5ap,0.3358360184963248,507,Logistic Regression
Ogn,0.3358120422102134,508,Logistic Regression
Rspo3,0.33541192236118306,509,Logistic Regression
Ctsc,0.33498551765446466,510,Logistic Regression
Fscn1,0.3349136992829788,511,Logistic Regression
Itm2a,0.3339761990915936,512,Logistic Regression
Ifitm2,0.3338833644945961,513,Logistic Regression
Sparcl1,0.33365784663602843,514,Logistic Regression
Pglyrp1,0.3336185089417059,515,Logistic Regression
Actn1,0.33326982717032605,516,Logistic Regression
Pmp22,0.332902689563333,517,Logistic Regression
Lmcd1,0.33238264675045043,518,Logistic Regression
Ace2,0.3321612809726164,519,Logistic Regression
Usp18,0.3319126561784909,520,Logistic Regression
Emp2,0.3318236947385483,521,Logistic Regression
Anxa2,0.33144143431242434,522,Logistic Regression
Sdc1,0.33137420461558265,523,Logistic Regression
Pdlim1,0.3312705492277514,524,Logistic Regression
Ninj1,0.33126242836598374,525,Logistic Regression
Tmem45a,0.33051312460421234,526,Logistic Regression
Mxd1,0.33037887071496896,527,Logistic Regression
Igfbp2,0.3301966288176381,528,Logistic Regression
Pygl,0.3291544176348669,529,Logistic Regression
Litaf,0.32888241684350183,530,Logistic Regression
Gm12840,0.3284656624498716,531,Logistic Regression
Ccl24,0.3283333163742354,532,Logistic Regression
Actg2,0.3277923824801714,533,Logistic Regression
Samsn1,0.32756763555187374,534,Logistic Regression
Apln,0.32741095063149606,535,Logistic Regression
Rgs18,0.3272530746571871,536,Logistic Regression
Tppp3,0.32685765651701804,537,Logistic Regression
Stmn1,0.326709143947986,538,Logistic Regression
Tuba1c,0.3265586696489504,539,Logistic Regression
Cks2,0.32646852532289095,540,Logistic Regression
C4b,0.32643674156748853,541,Logistic Regression
Slamf9,0.3260670186623565,542,Logistic Regression
Uap1l1,0.3258051445452028,543,Logistic Regression
Oas1a,0.3256482276819688,544,Logistic Regression
Lypd1,0.3252055294925826,545,Logistic Regression
Car13,0.3245789986508298,546,Logistic Regression
Ddah1,0.3244179902031881,547,Logistic Regression
Ptprb,0.32426803987490227,548,Logistic Regression
Pdgfa,0.32403807453351713,549,Logistic Regression
Polr2l,0.3233656344936788,550,Logistic Regression
Trib1,0.3228631159666702,551,Logistic Regression
Gla,0.3226187338593949,552,Logistic Regression
Metrnl,0.3224385705245858,553,Logistic Regression
AI607873,0.322358773070848,554,Logistic Regression
Cyp7b1,0.3222256958308353,555,Logistic Regression
Epsti1,0.3218919179495884,556,Logistic Regression
Nfil3,0.321602577113025,557,Logistic Regression
Crybb1,0.3215850520186801,558,Logistic Regression
Kcnn4,0.3213341585812318,559,Logistic Regression
Il1f9,0.3211688268624669,560,Logistic Regression
