gene,importance,rank,method
Pgk1,0.01693969229812734,532,XGBoost
Camp,0.0169236700696032,533,XGBoost
Gas6,0.016920165671549234,534,XGBoost
Cmtm7,0.016919414039460717,535,XGBoost
Mal,0.016910814118852157,536,XGBoost
Bin2,0.016865087116189403,537,XGBoost
Rnd1,0.01683361172934028,538,XGBoost
Slc26a10,0.016828282462291757,539,XGBoost
Serpine1,0.016824541294481195,540,XGBoost
Rtn1,0.016823745295469577,541,XGBoost
Slc43a3,0.016810269031471484,542,XGBoost
Syngr1,0.016798364295006255,543,XGBoost
Amd1,0.016792113867591878,544,XGBoost
2900060B14Rik,0.01678607528919552,545,XGBoost
Snx2,0.016669841052541733,546,XGBoost
Tppp3,0.016667555373755784,547,XGBoost
Adgre4,0.01666112685619283,548,XGBoost
Slamf7,0.016661099082280573,549,XGBoost
Ifi30,0.01665301553750504,550,XGBoost
Mustn1,0.01663544443148744,551,XGBoost
Trib1,0.01661940756544527,552,XGBoost
Nfil3,0.01661938416255718,553,XGBoost
Ly6a,0.016611515118783334,554,XGBoost
Serpine2,0.016600725077279846,555,XGBoost
Oas3,0.0165862004923589,556,XGBoost
Aif1,0.01657025840169453,557,XGBoost
Phf11a,0.016552256727366814,558,XGBoost
Lrrc32,0.01654520089969795,559,XGBoost
Clu,0.016525371793826196,560,XGBoost
H2-Oa,0.016520691589302864,561,XGBoost
Cav1,0.016513255115167987,562,XGBoost
Sox17,0.01651083917389123,563,XGBoost
Cdk6,0.016510461195204572,564,XGBoost
Gem,0.016502872829849254,565,XGBoost
Siglece,0.016450821947211196,566,XGBoost
2310001H17Rik,0.016447950422064518,567,XGBoost
Tfrc,0.016433027239735963,568,XGBoost
Runx3,0.01642820389393765,569,XGBoost
Vwa1,0.016424912132218424,570,XGBoost
Anxa2,0.016422322691151372,571,XGBoost
Ptgis,0.016397646833236162,572,XGBoost
2200002D01Rik,0.01637695070428045,573,XGBoost
Pdgfrb,0.016360646727281693,574,XGBoost
Upp1,0.016352375481241483,575,XGBoost
Abhd12,0.016345354264475132,576,XGBoost
Slc6a13,0.01633047553815131,577,XGBoost
Ace2,0.01632624132306779,578,XGBoost
Abcc9,0.01632622088551705,579,XGBoost
Samsn1,0.016315923404251635,580,XGBoost
Ctsa,0.016307062642564454,581,XGBoost
Grrp1,0.01630618155905535,582,XGBoost
Palld,0.01630168305951373,583,XGBoost
Igfbp2,0.016297727663718096,584,XGBoost
Gstm1,0.016273774902979633,585,XGBoost
Prune2,0.016253412258390266,586,XGBoost
Oas1a,0.016247033796477628,587,XGBoost
Gsta4,0.016237657938094133,588,XGBoost
