gene,importance,rank,method
Hdc,0.01970418253109228,268,Geneformer
Dpep2,0.019690730588231956,269,Geneformer
Prss23,0.01967338967907816,270,Geneformer
Gm5150,0.019667067189503343,271,Geneformer
Psmb8,0.019665077568230018,272,Geneformer
Mdk,0.019650845403104238,273,Geneformer
Meox1,0.019646004131772372,274,Geneformer
Emcn,0.019615096574193372,275,Geneformer
Smim5,0.019601134101456225,276,Geneformer
Aebp1,0.01959134718933514,277,Geneformer
Nrp1,0.01955322695896447,278,Geneformer
Gria2,0.01953006548878887,279,Geneformer
Gbp3,0.019521624294283658,280,Geneformer
Stmn1,0.01951691639595941,281,Geneformer
Mfap2,0.01950971669253174,282,Geneformer
Cks1b,0.01950606327264789,283,Geneformer
Serping1,0.019501060144066256,284,Geneformer
Cd63,0.019487672581408613,285,Geneformer
Plbd1,0.019474088958028348,286,Geneformer
Emb,0.019466580533995997,287,Geneformer
Nfia,0.019459779358865135,288,Geneformer
Bcl2a1a,0.01943275809943906,289,Geneformer
Ecm1,0.019432367714684998,290,Geneformer
Timp3,0.01942339752133675,291,Geneformer
Lgals1,0.019369639267337976,292,Geneformer
Cd300lg,0.019365531195722572,293,Geneformer
Tppp3,0.019360678312698304,294,Geneformer
Lum,0.019349039950087236,295,Geneformer
Cd200,0.01931228290625383,296,Geneformer
Pglyrp1,0.019301163224519215,297,Geneformer
Fxyd6,0.019288936480312838,298,Geneformer
Ctgf,0.019250452208852777,299,Geneformer
Trem3,0.01923822810585691,300,Geneformer
Net1,0.0192313230191143,301,Geneformer
Cited2,0.019229198332933847,302,Geneformer
Ptprr,0.01920770894075176,303,Geneformer
Slc22a8,0.019191481389702614,304,Geneformer
Sod3,0.019191460595554273,305,Geneformer
Adgre4,0.0191835835623275,306,Geneformer
P2ry14,0.01918325710663926,307,Geneformer
S100a9,0.019178177534797183,308,Geneformer
Il1r1,0.01917676590009257,309,Geneformer
Ercc1,0.019153617921959947,310,Geneformer
Cdk1,0.019135104080944047,311,Geneformer
Adamts9,0.01912027741434511,312,Geneformer
Srxn1,0.019115737928642677,313,Geneformer
Lyz2,0.019101236312192425,314,Geneformer
Cd244,0.019085896001916406,315,Geneformer
Prdx1,0.01908245450211902,316,Geneformer
Gpr171,0.019066974065464107,317,Geneformer
